Gene_name,KL_Temp19_SexF_Rep1,KL_Temp19_SexF_Rep2,KL_Temp19_SexF_Rep3,KL_Temp19_SexM_Rep1,KL_Temp19_SexM_Rep2,KL_Temp19_SexM_Rep3,KL_Temp6_SexF_Rep1,KL_Temp6_SexF_Rep2,KL_Temp6_SexF_Rep3,KL_Temp6_SexM_Rep1,KL_Temp6_SexM_Rep2,KL_Temp6_SexM_Rep3
maker-scaffold1829-size22752-snap-gene-0.14,2147,1478,3592,66,72,68,2804,1785,1664,47,27,55
maker-scaffold183-size84244-augustus-gene-0.17,3037,2851,4278,763,847,708,4335,2927,2543,806,650,667
maker-scaffold183-size84244-augustus-gene-0.19,1717,1915,3172,354,409,404,3029,2294,2723,359,306,336
maker-scaffold183-size84244-snap-gene-0.27,10,11,12,49947,46465,46110,9,12,15,39557,30148,45047
maker-scaffold183-size84244-snap-gene-0.28,11,5,0,3,19,5,10,4,6,11,1,7
maker-scaffold1832-size20035-augustus-gene-0.12,5044,4402,7283,556,876,703,6853,4901,4595,1499,882,1176
maker-scaffold1832-size20035-augustus-gene-0.14,708,1143,1271,543,586,521,1592,1288,996,493,349,410
maker-scaffold1832-size20035-snap-gene-0.17,3535,6334,4945,4961,7042,5004,3475,2999,2339,3030,1925,2276
maker-scaffold1832-size20035-snap-gene-0.19,4355,3790,4907,7105,7836,6787,5166,3779,3309,6576,4752,6008
maker-scaffold184-size132515-augustus-gene-1.22,62,97,47,79,63,68,80,138,54,126,88,114
maker-scaffold184-size132515-augustus-gene-1.23,0,0,0,0,0,0,0,0,0,2,0,0
maker-scaffold184-size132515-augustus-gene-1.25,5242,3900,6201,2474,2535,2554,4465,3389,3088,1654,1270,1660
maker-scaffold184-size132515-augustus-gene-1.26,1833,1656,2653,1360,1218,1145,2012,1602,1342,1018,809,928
maker-scaffold184-size132515-augustus-gene-1.28,8893,7821,12847,1977,2345,2071,14826,11125,10117,3031,2144,2423
maker-scaffold184-size132515-augustus-gene-1.29,0,3,12,3,6,3,2,4,0,0,0,0
maker-scaffold184-size132515-snap-gene-0.7,4800,4140,6721,2430,2838,2243,7947,6527,5578,3305,2330,2879
maker-scaffold184-size132515-snap-gene-1.32,47014,52007,62294,29348,27566,30513,70142,53959,43134,26561,17135,22724
maker-scaffold1840-size19793-augustus-gene-0.8,2192,2106,3416,619,668,646,3241,2166,2146,681,550,746
maker-scaffold1840-size19793-snap-gene-0.12,7372,13340,10891,7906,11363,7832,13516,13504,10649,12893,8093,10183
maker-scaffold1842-size11942-augustus-gene-0.5,43,209,37,1400,1767,1454,22,45,61,1454,925,1189
maker-scaffold1843-size45681-augustus-gene-0.16,3614,3905,4479,6696,6155,6125,5578,4449,3900,5232,3910,4733
maker-scaffold1843-size45681-augustus-gene-0.17,3341,1994,4039,388,403,542,3413,2216,2402,496,248,432
maker-scaffold1843-size45681-augustus-gene-0.18,826,638,1192,193,263,226,1406,852,991,177,197,200
maker-scaffold1843-size45681-snap-gene-0.20,0,0,4,0,4,0,6419,99,5092,9,7,2
maker-scaffold1843-size45681-snap-gene-0.24,1761,1333,1891,303,264,274,2339,1318,1345,324,136,233
maker-scaffold1844-size26607-augustus-gene-0.7,1571,1531,2085,515,787,460,2517,2005,1838,778,518,779
maker-scaffold1844-size26607-augustus-gene-0.9,1,95,13,11,7,1,31,35,12,12,14,11
maker-scaffold1845-size61213-augustus-gene-0.12,0,100,21,57,72,69,13,23,42,86,61,61
maker-scaffold1845-size61213-snap-gene-0.13,1531,1344,2544,1156,1193,1344,2511,1710,1954,1014,829,1057
maker-scaffold1845-size61213-snap-gene-0.14,0,0,0,0,0,0,0,0,0,0,0,0
maker-scaffold1846-size55184-snap-gene-0.8,32,93,31,159,224,167,31,36,25,136,67,96
maker-scaffold1847-size12663-augustus-gene-0.2,1,1,0,4857,5279,4289,0,0,1,4344,2881,4435
maker-scaffold185-size46549-augustus-gene-0.10,13930,10339,24267,5764,6788,6437,28109,16209,17185,7606,6197,7243
maker-scaffold185-size46549-augustus-gene-0.9,7518,13970,14166,12195,14837,12788,20040,19982,16355,17708,12377,15082
maker-scaffold185-size46549-snap-gene-0.15,1293,838,1315,557,501,592,1317,815,590,510,397,391
maker-scaffold185-size46549-snap-gene-0.16,3792,5203,5026,4997,6177,5478,6003,6285,4648,9523,5416,7817
maker-scaffold1854-size35893-snap-gene-0.4,98,167,110,40,34,21,236,224,217,25,13,25
maker-scaffold1855-size36778-snap-gene-0.8,12,36,4,13637,17232,13714,30,16,30,15687,10668,13690
maker-scaffold1857-size26151-augustus-gene-0.6,2,10,1,1,10,12,0,0,0,4,4,1
maker-scaffold1857-size26151-augustus-gene-0.7,9616,24605,8906,14003,12613,11657,13719,11568,11201,17040,11410,13783
maker-scaffold1858-size21074-augustus-gene-0.10,813,1031,1284,1376,1843,1351,1258,815,1039,1017,595,774
maker-scaffold1858-size21074-augustus-gene-0.8,0,0,0,4,0,0,0,0,0,0,0,0
maker-scaffold1858-size21074-snap-gene-0.12,0,0,0,0,1,0,1,0,0,2,0,0
maker-scaffold1859-size18748-snap-gene-0.4,0,0,0,6,1,4,3,2,0,6,1,0
maker-scaffold186-size142235-augustus-gene-0.10,2689,3922,3570,2082,2531,2129,4098,4047,3583,2452,1771,2344
maker-scaffold186-size142235-augustus-gene-0.12,1578,2072,2469,6307,6974,5742,2936,2522,2292,6888,4960,6267
maker-scaffold186-size142235-snap-gene-0.14,3034,2913,3701,988,840,767,4679,3832,3025,1831,966,1273
maker-scaffold1860-size39702-augustus-gene-0.5,4394,4702,6335,4530,5161,4346,7501,7318,6021,6815,4921,6067
maker-scaffold1863-size53872-snap-gene-0.11,31,196,22,120,152,122,48,92,64,145,130,177
maker-scaffold1863-size53872-snap-gene-0.12,84,313,99,280,373,264,337,505,310,810,475,567
maker-scaffold1863-size53872-snap-gene-0.13,6,3,1,3,0,0,0,9,0,0,0,0
maker-scaffold1864-size18575-augustus-gene-0.7,0,0,0,2995,3185,2936,1,0,0,2772,2376,3248
maker-scaffold1864-size18575-snap-gene-0.10,4444,7712,8324,2741,3905,2735,10887,9597,8680,5496,4133,4184
maker-scaffold1865-size45657-augustus-gene-0.4,84,221,104,284,327,262,174,256,155,508,304,402
maker-scaffold1866-size44299-augustus-gene-0.10,5609,16807,9851,8933,10067,9175,4222,6708,3191,6865,3736,4484
maker-scaffold1866-size44299-augustus-gene-0.12,23,54,44,20,23,46,63,64,73,58,32,30
maker-scaffold1867-size22147-augustus-gene-0.14,337,464,777,117,109,99,933,792,747,210,130,156
maker-scaffold1867-size22147-augustus-gene-0.16,1529,1151,2168,524,523,551,1692,946,1040,532,350,454
maker-scaffold1867-size22147-snap-gene-0.20,4,3,0,27,25,34,0,2,0,19,18,37
maker-scaffold1867-size22147-snap-gene-0.22,55,210,64,295,273,237,135,144,139,321,264,259
maker-scaffold1868-size11786-snap-gene-0.0,5,16,9,2,16,11,27,29,12,19,16,51
maker-scaffold1868-size11786-snap-gene-0.1,4777,3376,6404,398,592,609,7287,5070,4233,744,487,626
maker-scaffold1868-size11786-snap-gene-0.2,19694,22614,19729,10062,11363,9643,17119,13385,10043,6118,3284,5324
maker-scaffold187-size81042-augustus-gene-0.6,4355,7546,6524,3344,4792,3148,9402,8105,8142,5517,3162,3839
maker-scaffold1870-size11774-augustus-gene-0.11,3805,2218,4241,2456,2105,2262,2682,1915,1568,2111,1392,2011
maker-scaffold1870-size11774-snap-gene-0.14,5095,4681,7860,1530,2050,1592,9648,6952,6393,2710,1799,2264
maker-scaffold1871-size31138-snap-gene-0.9,9,56,13,61,72,71,31,46,33,126,45,69
maker-scaffold1872-size26474-snap-gene-0.5,1188,1889,3091,807,1040,924,3610,2684,2600,1030,826,1020
maker-scaffold1873-size15203-snap-gene-0.5,0,0,0,164,189,209,0,0,0,205,139,150
maker-scaffold1875-size25628-snap-gene-0.3,7,18,0,9,8,2,1,2,9,2,3,10
maker-scaffold1876-size19966-augustus-gene-0.7,80221,66739,63665,128686,108874,132587,129434,102501,86040,100722,63562,124003
maker-scaffold18767-size645-snap-gene-0.3,0,0,0,0,0,0,0,0,0,0,0,0
maker-scaffold1877-size20423-augustus-gene-0.4,13033,49445,19431,2615,8769,13973,7082,26905,4973,859,900,3743
maker-scaffold1879-size18346-augustus-gene-0.4,15,46,8,154,156,193,15,9,16,94,151,151
maker-scaffold1879-size18346-snap-gene-0.7,33,97,18,769,728,868,18,28,16,323,523,839
maker-scaffold188-size140497-augustus-gene-0.21,20,74,25,36,46,29,15,13,17,54,23,38
maker-scaffold188-size140497-augustus-gene-0.22,12,57,34,109,244,97,46,89,54,153,83,165
maker-scaffold188-size140497-augustus-gene-0.23,9,17,5,74,71,14,14,8,6,55,17,45
maker-scaffold188-size140497-augustus-gene-0.24,474,725,706,449,411,421,822,704,643,371,203,357
maker-scaffold188-size140497-augustus-gene-0.26,9,11,3,12,33,19,2,2,3,18,12,39
maker-scaffold188-size140497-augustus-gene-0.27,787,889,1295,870,1023,885,1362,1163,1026,1050,808,1073
maker-scaffold188-size140497-augustus-gene-0.28,160,408,161,197,269,193,225,236,106,346,229,344
maker-scaffold188-size140497-augustus-gene-1.27,2686,2295,3323,642,630,705,3594,2479,2363,811,569,654
maker-scaffold188-size140497-augustus-gene-1.30,0,2,1,3881,2795,3671,1,1,1,2855,2181,3330
maker-scaffold188-size140497-augustus-gene-1.31,15,40,44,31308,31872,29502,43,30,49,33731,25592,34318
maker-scaffold188-size140497-augustus-gene-1.32,2140,2051,2827,642,820,567,3236,2471,2218,601,469,566
maker-scaffold188-size140497-snap-gene-0.33,2272,2027,2861,1686,1894,2093,2768,2012,1539,1457,1140,1570
maker-scaffold188-size140497-snap-gene-1.35,8437,7516,11330,2908,3603,2928,12501,9713,8423,4094,2606,3278
maker-scaffold188-size140497-snap-gene-1.37,1437,779,1799,54,51,47,1042,743,551,26,24,26
maker-scaffold1880-size25988-augustus-gene-0.3,327,1270,369,756,1055,918,488,811,730,1197,898,1016
maker-scaffold1881-size49675-augustus-gene-0.10,577,1230,801,939,1108,972,959,903,820,1354,917,1039
maker-scaffold1881-size49675-augustus-gene-0.9,10136,8100,15002,6787,8765,6508,16706,10985,10539,8338,6659,8321
maker-scaffold1881-size49675-snap-gene-0.12,1,2,1,3561,3578,3347,0,1,0,2655,2046,2745
maker-scaffold18813-size644-snap-gene-0.0,0,0,0,0,0,0,0,0,0,0,3,0
maker-scaffold1882-size30705-augustus-gene-0.10,2696,2821,3339,1081,1352,973,3409,2350,2566,1050,668,802
maker-scaffold1882-size30705-snap-gene-0.14,8,16,6,22610,25034,20928,24,16,16,20805,16165,20447
maker-scaffold1887-size25431-augustus-gene-0.2,0,2,0,3,1,1,9,2,0,0,3,3
maker-scaffold1889-size35737-snap-gene-0.7,0,28,38,2,3,11,37,14,33,26,2,7
maker-scaffold189-size95467-augustus-gene-0.24,9212,7794,12882,2354,2873,2487,10445,8021,7998,3119,2464,2864
maker-scaffold189-size95467-augustus-gene-0.26,93,343,77,284,289,299,60,89,51,144,127,154
maker-scaffold189-size95467-snap-gene-0.30,2318,1717,2900,1025,1080,1146,2223,1499,1602,771,523,712
maker-scaffold189-size95467-snap-gene-0.32,0,1,5,0,3,4,11,11,30,20,15,27
maker-scaffold189-size95467-snap-gene-0.34,2056,2341,3375,944,1214,1060,3546,2716,2686,1176,872,1034
maker-scaffold189-size95467-snap-gene-0.35,19,24,41,142024,138901,133085,44,27,20,121082,92938,130296
maker-scaffold1891-size13165-augustus-gene-0.3,459,1108,506,1874,1585,1381,428,546,349,1116,794,1167
maker-scaffold1892-size40457-augustus-gene-0.2,21,119,28,128,135,134,114,114,65,151,136,136
maker-scaffold1894-size20891-augustus-gene-0.9,1879,2969,3798,1884,2376,1944,5119,3880,4117,2405,1783,2146
maker-scaffold1894-size20891-snap-gene-0.10,105,191,67,636,543,479,67,82,61,392,332,456
maker-scaffold1895-size12827-snap-gene-0.7,240,526,421,245,330,299,477,429,544,277,198,200
maker-scaffold1897-size11538-augustus-gene-0.2,1075,3345,1548,3363,4313,3583,1447,2239,1381,3246,1779,2609
maker-scaffold1898-size11537-snap-gene-0.3,0,0,0,30,28,22,0,0,4,7,0,44
maker-scaffold1899-size24993-augustus-gene-0.8,1911,2432,3523,842,1155,850,2968,2272,2726,1167,863,1040
maker-scaffold1899-size24993-snap-gene-0.9,5396,9656,8719,4307,4703,3841,12893,10122,9845,4411,2505,2866
maker-scaffold19-size116871-augustus-gene-0.19,0,12,0,2,4,0,22,33,0,21,8,16
maker-scaffold19-size116871-augustus-gene-0.20,680,695,959,690,586,760,789,598,520,562,313,554
maker-scaffold19-size116871-augustus-gene-0.21,5115,4104,6523,3091,3228,3119,6926,4822,4131,3521,2171,3080
maker-scaffold19-size116871-augustus-gene-1.8,250,656,593,22,12,27,703,568,588,34,16,56
maker-scaffold19-size116871-snap-gene-0.25,0,0,1,690,412,572,0,0,0,1320,1422,1996
maker-scaffold19-size116871-snap-gene-0.33,69,111,107,0,4,2,116,90,122,0,0,5
maker-scaffold19-size116871-snap-gene-1.12,1,1,0,2133,2581,2352,3,0,1,1582,1265,1396
maker-scaffold190-size123021-augustus-gene-0.10,388,883,335,1129,1063,1122,1026,1089,837,1213,863,1094
maker-scaffold190-size123021-augustus-gene-0.9,75,128,82,143,92,130,144,316,104,216,140,145
maker-scaffold190-size123021-augustus-gene-1.19,0,0,0,283,111,92,0,1,0,66,52,92
maker-scaffold190-size123021-snap-gene-0.11,5,1,3,0,3,0,5,1,4,0,5,4
maker-scaffold190-size123021-snap-gene-1.22,784,895,1395,434,533,623,1949,1686,1507,634,456,521
maker-scaffold190-size123021-snap-gene-1.24,2967,6080,4105,3260,4407,3540,6557,7281,5145,5594,3806,4344
maker-scaffold1901-size11499-augustus-gene-0.6,1020,678,1083,543,578,497,978,752,612,501,328,443
maker-scaffold1901-size11499-snap-gene-0.9,7531,11595,15068,26650,33051,27022,24768,21233,19247,30299,22905,29923
maker-scaffold1902-size11498-augustus-gene-0.4,1410,1738,1793,849,814,746,2115,1749,1509,1024,696,926
maker-scaffold1904-size13426-augustus-gene-0.10,498,338,472,74,90,74,605,500,354,119,59,70
maker-scaffold1904-size13426-snap-gene-0.12,5805,7040,8966,885,1337,1179,11283,8294,8310,1801,1165,1379
maker-scaffold1905-size16061-augustus-gene-0.4,4160,8284,3839,4751,5627,4668,4762,5064,2646,4783,2853,2618
maker-scaffold1906-size19363-augustus-gene-0.5,3772,3317,4688,6258,6294,6028,5006,3536,3285,5427,4091,5434
maker-scaffold1906-size19363-snap-gene-0.6,4548,4137,6612,865,1132,829,9209,6575,5488,1827,1248,1550
maker-scaffold1907-size15646-augustus-gene-0.3,1,0,0,4,0,0,1,3,0,5,0,0
maker-scaffold1907-size15646-snap-gene-0.5,19,5,31,7,80,6,13,59,46,47,44,26
maker-scaffold191-size139346-augustus-gene-0.17,7,232,32,165,245,105,52,73,99,198,148,111
maker-scaffold191-size139346-augustus-gene-0.20,0,4,0,1,1,2,6,6,0,1,1,0
maker-scaffold191-size139346-augustus-gene-0.21,3784,8837,5244,7564,8459,7502,11930,10580,8953,11536,8783,10667
maker-scaffold191-size139346-augustus-gene-1.6,68,106,36,138,272,101,342,408,220,584,466,571
maker-scaffold191-size139346-snap-gene-0.26,3964,6428,7690,7426,9214,7670,5395,4566,2828,6221,3274,6428
maker-scaffold191-size139346-snap-gene-0.29,140,483,279,2154,2281,2045,915,681,617,2502,1598,2235
maker-scaffold191-size139346-snap-gene-0.30,123,448,215,2356,2852,2458,975,868,771,2834,2232,2711
maker-scaffold1910-size13421-snap-gene-0.4,97,190,51,177,161,104,126,244,207,311,199,204
maker-scaffold1911-size21169-augustus-gene-0.4,1115,1125,918,2462,3350,2861,2246,2252,1736,2618,1820,1605
maker-scaffold1911-size21169-augustus-gene-0.5,12889,14760,13422,16725,18321,14509,17583,14375,12924,19942,10992,14478
maker-scaffold1912-size14509-augustus-gene-0.7,143,261,157,190,244,142,307,296,261,319,245,230
maker-scaffold1914-size70411-augustus-gene-0.24,2,32,12,15736,17723,13967,27,19,15,15195,11541,14751
maker-scaffold1914-size70411-augustus-gene-0.25,10,33,17,7330,7622,6304,40,43,33,5969,4286,5997
maker-scaffold1914-size70411-augustus-gene-0.28,323,714,363,1402,1383,1416,542,625,463,1630,1002,1477
maker-scaffold1914-size70411-augustus-gene-0.29,1545,2516,1924,470,650,417,2535,2425,1969,567,358,419
maker-scaffold1914-size70411-snap-gene-0.33,27,99,26,23,3,14,57,60,71,27,13,26
maker-scaffold1914-size70411-snap-gene-0.37,439,831,862,129,208,102,1448,1218,1021,203,92,149
maker-scaffold1919-size44852-augustus-gene-0.11,840,1499,903,1576,1946,1524,1473,1486,1175,1396,1270,1524
maker-scaffold1919-size44852-augustus-gene-0.12,0,2,0,0,3,2,5,5,8,0,0,5
maker-scaffold192-size109582-augustus-gene-0.23,30,78,32,160,173,128,46,42,20,159,113,92
maker-scaffold192-size109582-augustus-gene-0.29,552,1569,756,1615,2313,1625,2104,2379,1967,2927,1939,2483
maker-scaffold192-size109582-snap-gene-0.32,934,1751,768,2118,1942,1754,572,896,494,1038,721,1173
maker-scaffold192-size109582-snap-gene-0.33,98,359,100,1317,1425,1307,676,173,422,1549,1169,1286
maker-scaffold192-size109582-snap-gene-0.34,3,2,1,14386,13975,13580,5,1,0,11873,9461,14003
maker-scaffold1921-size31613-augustus-gene-0.7,31,64,33,600,577,582,23,23,32,434,393,399
maker-scaffold1921-size31613-snap-gene-0.10,311,1116,282,1626,2067,1418,531,739,662,2326,1363,1770
maker-scaffold1922-size12165-augustus-gene-0.6,177,261,327,150,125,146,333,491,218,412,189,416
maker-scaffold1922-size12165-augustus-gene-0.7,0,0,1,3,2,10,10,40,31,23,63,17
maker-scaffold1922-size12165-augustus-gene-0.8,135,216,153,327,202,223,352,446,389,285,355,328
maker-scaffold1925-size31582-augustus-gene-0.9,3333,3401,5311,5011,5555,4751,6159,4710,4564,5927,4572,5257
maker-scaffold1929-size56826-augustus-gene-0.10,3,1,4,6981,6626,6394,12,13,10,5212,3872,5685
maker-scaffold1929-size56826-snap-gene-0.12,4,11,2,1467,1368,1677,2,12,2,1058,601,1228
maker-scaffold1929-size56826-snap-gene-0.14,0,0,0,431,390,417,1,0,0,403,391,422
maker-scaffold193-size87408-augustus-gene-0.10,0,3,1,11563,11658,10621,2,0,5,8825,5938,8812
maker-scaffold193-size87408-snap-gene-0.13,390,746,845,3428,3712,3207,561,385,339,2832,2198,3263
maker-scaffold1930-size26272-snap-gene-0.8,3088,4243,5086,1710,2016,1644,6040,5306,4796,3049,1996,2880
maker-scaffold1930-size26272-snap-gene-0.9,0,0,0,0,0,0,1,0,0,3,0,0
maker-scaffold1932-size16224-snap-gene-0.4,1,1,0,1523,2035,1763,6,1,0,1842,1428,1572
maker-scaffold1935-size18332-snap-gene-0.4,1,0,1,2468,2487,2124,1,5,2,2562,1489,2158
maker-scaffold1936-size38040-augustus-gene-0.5,10463,10412,8891,9782,9239,8869,12085,11957,8762,12480,8951,13302
maker-scaffold1936-size38040-snap-gene-0.6,0,0,0,0,2,2,0,11,0,0,3,1
maker-scaffold1939-size45852-snap-gene-0.10,48,68,17,66,41,41,26,29,14,57,38,62
maker-scaffold194-size125457-augustus-gene-0.17,24,1,4,26,50,15,14,22,10,24,24,37
maker-scaffold194-size125457-augustus-gene-0.20,3,6,3,41,40,22,7,9,8,20,14,27
maker-scaffold194-size125457-augustus-gene-1.4,472,1326,668,1311,2128,1484,1656,1640,921,2213,1506,1725
maker-scaffold194-size125457-snap-gene-0.22,0,0,0,28,43,47,0,0,1,32,20,40
maker-scaffold194-size125457-snap-gene-0.24,226,248,316,200,189,152,216,150,200,128,96,99
maker-scaffold194-size125457-snap-gene-0.25,185,358,230,327,367,334,911,967,728,1195,681,767
maker-scaffold1941-size15811-augustus-gene-0.6,114983,130717,197096,113,368,101,241513,181300,200497,356,163,182
maker-scaffold1941-size15811-snap-gene-0.8,13,29,33,3,4,21,15,10,4,7,2,1
maker-scaffold1942-size19454-augustus-gene-0.7,6153,4324,7245,583,602,644,7731,5411,4575,864,405,705
maker-scaffold1942-size19454-augustus-gene-0.8,2546,1892,4684,148,213,187,3991,2862,2696,145,125,126
maker-scaffold1944-size14386-augustus-gene-0.3,0,3,4,4,7,13,7,4,10,9,1,5
maker-scaffold19444-size627-augustus-gene-0.2,48,67,44,73,153,55,90,100,59,124,75,63
maker-scaffold1947-size11651-augustus-gene-0.2,12,136,24,71,170,129,64,71,57,182,55,116
maker-scaffold1948-size12176-augustus-gene-0.5,2828,2036,4044,613,674,723,4198,2922,2379,970,630,811
maker-scaffold195-size50053-augustus-gene-0.23,1461,1384,1634,2811,2628,2633,1774,1197,1156,2627,1715,2150
maker-scaffold195-size50053-snap-gene-0.27,13023,14050,17392,10269,11035,9821,20572,16407,13862,10632,7893,9891
maker-scaffold195-size50053-snap-gene-0.30,1695,1139,2775,7201,6491,6773,1734,1087,1187,5141,4917,5495
maker-scaffold195-size50053-snap-gene-0.31,20334,18775,27717,9333,9715,9348,31417,23268,20504,10998,7544,10472
maker-scaffold1951-size41837-snap-gene-0.10,2509,2408,3323,1215,1393,1347,4811,3575,3127,2079,1408,1571
maker-scaffold1951-size41837-snap-gene-0.8,1617,1346,2511,446,520,463,2162,1579,1379,476,286,445
maker-scaffold1951-size41837-snap-gene-0.9,3385,5737,4661,2512,2424,2622,8343,6909,5943,3175,2738,3012
maker-scaffold1953-size29968-augustus-gene-0.10,1384,3038,1615,6234,5927,6411,1928,2183,1432,3925,3463,4347
maker-scaffold1953-size29968-augustus-gene-0.11,3154,4138,2643,5796,3244,4216,2814,1438,2144,1191,983,1320
maker-scaffold1953-size29968-augustus-gene-0.9,20,14,6,64,71,71,63,31,18,62,56,71
maker-scaffold1953-size29968-snap-gene-0.12,48,116,26,56,50,62,15,32,27,55,34,22
maker-scaffold1956-size47898-snap-gene-0.12,643,591,810,299,298,260,641,519,376,357,237,142
maker-scaffold1956-size47898-snap-gene-0.13,1106,1330,1420,635,1086,703,1884,1654,1475,883,679,659
maker-scaffold1956-size47898-snap-gene-0.14,11580,8625,13097,1899,2304,1889,18196,13137,10780,3966,2336,3246
maker-scaffold1956-size47898-snap-gene-0.15,2156,1716,2388,984,1017,922,2104,1519,1188,729,535,791
maker-scaffold1957-size44547-augustus-gene-0.19,1547,1139,2012,871,749,804,2040,1503,1220,711,624,903
maker-scaffold1957-size44547-augustus-gene-0.20,2631,2466,4305,909,1235,1018,4111,2763,2767,1027,689,933
maker-scaffold1957-size44547-augustus-gene-0.21,3948,3633,5189,26734,32415,30203,5079,3756,3665,25715,17805,26465
maker-scaffold1957-size44547-augustus-gene-0.22,2193,2183,3580,833,916,929,4181,3005,2690,909,729,948
maker-scaffold1957-size44547-augustus-gene-0.23,1521,1275,2069,804,793,668,2018,1404,1276,677,509,591
maker-scaffold1957-size44547-augustus-gene-0.26,613,954,1268,1344,1382,1245,1277,893,961,1268,876,1053
maker-scaffold1957-size44547-snap-gene-0.32,2452,2195,3340,917,910,992,3468,2692,2150,992,682,1012
maker-scaffold1958-size16878-augustus-gene-0.5,2786,3269,4007,914,1869,1022,4229,3429,3159,2566,1460,1658
maker-scaffold1958-size16878-augustus-gene-0.6,2518,2376,4099,551,818,553,5374,3655,3528,787,486,567
maker-scaffold196-size118590-augustus-gene-0.28,0,6,7,7,15,10,2,4,4,2,13,5
maker-scaffold196-size118590-augustus-gene-0.31,1994,1236,164,280,360,367,2080,792,265,170,173,207
